FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/impl/DefaultClientEventHandlerEvoSuiteTest.java,DefaultClientEventHandlerEvoSuiteTest.java,DefaultClientEventHandlerEvoSuiteTest,13,8,27,7,7,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/impl/OptimisticClientIdentifierEvoSuiteTest.java,OptimisticClientIdentifierEvoSuiteTest.java,OptimisticClientIdentifierEvoSuiteTest,13,5,35,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/impl/SyncClientIdentifierEvoSuiteTest.java,SyncClientIdentifierEvoSuiteTest.java,SyncClientIdentifierEvoSuiteTest,13,5,35,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/impl/BasicClientIdentifierEvoSuiteTest.java,BasicClientIdentifierEvoSuiteTest.java,BasicClientIdentifierEvoSuiteTest,14,7,26,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/impl/RegisterChannelRequestEvoSuiteTest.java,RegisterChannelRequestEvoSuiteTest.java,RegisterChannelRequestEvoSuiteTest,8,8,27,7,7,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/DataTypeEvoSuiteTest.java,DataTypeEvoSuiteTest.java,DataTypeEvoSuiteTest,6,2,4,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/AuthStatusEvoSuiteTest.java,AuthStatusEvoSuiteTest.java,AuthStatusEvoSuiteTest,6,2,4,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/DataModeEvoSuiteTest.java,DataModeEvoSuiteTest.java,DataModeEvoSuiteTest,6,2,4,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/TheClientEvoSuiteTest.java,TheClientEvoSuiteTest.java,TheClientEvoSuiteTest,19,40,203,39,39,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/ClientEventEvoSuiteTest.java,ClientEventEvoSuiteTest.java,ClientEventEvoSuiteTest,6,2,4,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/QuickAuthenticationHandlerEvoSuiteTest.java,QuickAuthenticationHandlerEvoSuiteTest.java,QuickAuthenticationHandlerEvoSuiteTest,10,3,7,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/GhostSocketReaperEvoSuiteTest.java,GhostSocketReaperEvoSuiteTest.java,GhostSocketReaperEvoSuiteTest,7,4,12,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/gui/AboutEvoSuiteTest.java,AboutEvoSuiteTest.java,AboutEvoSuiteTest,7,2,2,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/server/QuickAuthenticatorEvoSuiteTest.java,QuickAuthenticatorEvoSuiteTest.java,QuickAuthenticatorEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/qsadmin/gui/CmdConsoleEvoSuiteTest.java,CmdConsoleEvoSuiteTest.java,CmdConsoleEvoSuiteTest,18,12,31,7,7,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/93_quickserver/evosuite-tests/org/quickserver/net/qsadmin/gui/SaveActionListenerEvoSuiteTest.java,SaveActionListenerEvoSuiteTest.java,SaveActionListenerEvoSuiteTest,9,2,5,1,1,0,true,true,false,false,true,false,false,true,false,false
