FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/tools/URLContentEvoSuiteTest.java,URLContentEvoSuiteTest.java,URLContentEvoSuiteTest,9,8,24,7,7,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/tools/ExtensionsClassLoaderEvoSuiteTest.java,ExtensionsClassLoaderEvoSuiteTest.java,ExtensionsClassLoaderEvoSuiteTest,29,13,91,7,7,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/tools/OperatingSystemEvoSuiteTest.java,OperatingSystemEvoSuiteTest.java,OperatingSystemEvoSuiteTest,16,8,15,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/tools/ResourceURLContentEvoSuiteTest.java,ResourceURLContentEvoSuiteTest.java,ResourceURLContentEvoSuiteTest,8,6,22,5,5,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/tools/TemporaryURLContentEvoSuiteTest.java,TemporaryURLContentEvoSuiteTest.java,TemporaryURLContentEvoSuiteTest,21,10,17,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/SweetHome3DEvoSuiteTest.java,SweetHome3DEvoSuiteTest.java,SweetHome3DEvoSuiteTest,18,20,62,10,10,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/MacOSXConfigurationEvoSuiteTest.java,MacOSXConfigurationEvoSuiteTest.java,MacOSXConfigurationEvoSuiteTest,6,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/SwingToolsEvoSuiteTest.java,SwingToolsEvoSuiteTest.java,SwingToolsEvoSuiteTest,28,17,40,16,16,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/VisualTransferHandlerEvoSuiteTest.java,VisualTransferHandlerEvoSuiteTest.java,VisualTransferHandlerEvoSuiteTest,7,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/HelpPaneEvoSuiteTest.java,HelpPaneEvoSuiteTest.java,HelpPaneEvoSuiteTest,8,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/ModelPreviewComponentEvoSuiteTest.java,ModelPreviewComponentEvoSuiteTest.java,ModelPreviewComponentEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/AutoCompleteTextFieldEvoSuiteTest.java,AutoCompleteTextFieldEvoSuiteTest.java,AutoCompleteTextFieldEvoSuiteTest,8,5,17,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/FileContentManagerEvoSuiteTest.java,FileContentManagerEvoSuiteTest.java,FileContentManagerEvoSuiteTest,7,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/RoomPanelEvoSuiteTest.java,RoomPanelEvoSuiteTest.java,RoomPanelEvoSuiteTest,8,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/HomePDFPrinterEvoSuiteTest.java,HomePDFPrinterEvoSuiteTest.java,HomePDFPrinterEvoSuiteTest,10,2,4,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/LevelPanelEvoSuiteTest.java,LevelPanelEvoSuiteTest.java,LevelPanelEvoSuiteTest,8,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/HomeFurniturePanelEvoSuiteTest.java,HomeFurniturePanelEvoSuiteTest.java,HomeFurniturePanelEvoSuiteTest,12,2,7,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/ResourceActionEvoSuiteTest.java,ResourceActionEvoSuiteTest.java,ResourceActionEvoSuiteTest,15,12,60,11,11,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/ColorButtonEvoSuiteTest.java,ColorButtonEvoSuiteTest.java,ColorButtonEvoSuiteTest,9,7,19,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/UserPreferencesPanelEvoSuiteTest.java,UserPreferencesPanelEvoSuiteTest.java,UserPreferencesPanelEvoSuiteTest,8,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/WizardPaneEvoSuiteTest.java,WizardPaneEvoSuiteTest.java,WizardPaneEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/ControllerActionEvoSuiteTest.java,ControllerActionEvoSuiteTest.java,ControllerActionEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/ImportedFurnitureWizardStepsPanelEvoSuiteTest.java,ImportedFurnitureWizardStepsPanelEvoSuiteTest.java,ImportedFurnitureWizardStepsPanelEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/FurnitureCatalogTreeEvoSuiteTest.java,FurnitureCatalogTreeEvoSuiteTest.java,FurnitureCatalogTreeEvoSuiteTest,11,4,19,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/ObserverCameraPanelEvoSuiteTest.java,ObserverCameraPanelEvoSuiteTest.java,ObserverCameraPanelEvoSuiteTest,8,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/Home3DAttributesPanelEvoSuiteTest.java,Home3DAttributesPanelEvoSuiteTest.java,Home3DAttributesPanelEvoSuiteTest,8,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/FurnitureTableEvoSuiteTest.java,FurnitureTableEvoSuiteTest.java,FurnitureTableEvoSuiteTest,9,3,9,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/WallPanelEvoSuiteTest.java,WallPanelEvoSuiteTest.java,WallPanelEvoSuiteTest,8,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/FurnitureTransferHandlerEvoSuiteTest.java,FurnitureTransferHandlerEvoSuiteTest.java,FurnitureTransferHandlerEvoSuiteTest,23,5,28,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/HomeTransferableListEvoSuiteTest.java,HomeTransferableListEvoSuiteTest.java,HomeTransferableListEvoSuiteTest,13,5,20,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/UnfocusableToolBarEvoSuiteTest.java,UnfocusableToolBarEvoSuiteTest.java,UnfocusableToolBarEvoSuiteTest,11,4,14,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/PhotoPanelEvoSuiteTest.java,PhotoPanelEvoSuiteTest.java,PhotoPanelEvoSuiteTest,9,3,6,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/IconManagerEvoSuiteTest.java,IconManagerEvoSuiteTest.java,IconManagerEvoSuiteTest,17,7,74,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/ProportionalLayoutEvoSuiteTest.java,ProportionalLayoutEvoSuiteTest.java,ProportionalLayoutEvoSuiteTest,13,11,40,10,10,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/TextureChoiceComponentEvoSuiteTest.java,TextureChoiceComponentEvoSuiteTest.java,TextureChoiceComponentEvoSuiteTest,11,3,9,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/HomePrintableComponentEvoSuiteTest.java,HomePrintableComponentEvoSuiteTest.java,HomePrintableComponentEvoSuiteTest,26,9,34,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/LocatedTransferHandlerEvoSuiteTest.java,LocatedTransferHandlerEvoSuiteTest.java,LocatedTransferHandlerEvoSuiteTest,17,7,29,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/PageSetupPanelEvoSuiteTest.java,PageSetupPanelEvoSuiteTest.java,PageSetupPanelEvoSuiteTest,8,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/NullableCheckBoxEvoSuiteTest.java,NullableCheckBoxEvoSuiteTest.java,NullableCheckBoxEvoSuiteTest,9,16,91,15,15,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/SwingViewFactoryEvoSuiteTest.java,SwingViewFactoryEvoSuiteTest.java,SwingViewFactoryEvoSuiteTest,29,16,51,15,15,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/103_sweethome3d/evosuite-tests/com/eteks/sweethome3d/swing/LabelPanelEvoSuiteTest.java,LabelPanelEvoSuiteTest.java,LabelPanelEvoSuiteTest,8,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
