FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/DAO/CartEvoSuiteTest.java,CartEvoSuiteTest.java,CartEvoSuiteTest,16,16,38,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/DAO/ProductEvoSuiteTest.java,ProductEvoSuiteTest.java,ProductEvoSuiteTest,16,6,13,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/DAO/SearchEvoSuiteTest.java,SearchEvoSuiteTest.java,SearchEvoSuiteTest,18,28,68,12,12,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/ProductDetailsEvoSuiteTest.java,ProductDetailsEvoSuiteTest.java,ProductDetailsEvoSuiteTest,19,56,186,55,55,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/DirectorsEvoSuiteTest.java,DirectorsEvoSuiteTest.java,DirectorsEvoSuiteTest,7,9,41,8,8,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/ReviewsEvoSuiteTest.java,ReviewsEvoSuiteTest.java,ReviewsEvoSuiteTest,7,6,20,5,5,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/ListsEvoSuiteTest.java,ListsEvoSuiteTest.java,ListsEvoSuiteTest,7,9,41,8,8,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/FullProductEvoSuiteTest.java,FullProductEvoSuiteTest.java,FullProductEvoSuiteTest,10,9,25,8,8,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/ModeEvoSuiteTest.java,ModeEvoSuiteTest.java,ModeEvoSuiteTest,7,6,17,5,5,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/FeaturesEvoSuiteTest.java,FeaturesEvoSuiteTest.java,FeaturesEvoSuiteTest,7,9,41,8,8,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/FeedBackEvoSuiteTest.java,FeedBackEvoSuiteTest.java,FeedBackEvoSuiteTest,6,10,29,9,9,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/ItemEvoSuiteTest.java,ItemEvoSuiteTest.java,ItemEvoSuiteTest,6,21,61,20,20,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/ItemsEvoSuiteTest.java,ItemsEvoSuiteTest.java,ItemsEvoSuiteTest,7,5,21,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/ModeListEvoSuiteTest.java,ModeListEvoSuiteTest.java,ModeListEvoSuiteTest,8,6,23,5,5,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/ProductLineEvoSuiteTest.java,ProductLineEvoSuiteTest.java,ProductLineEvoSuiteTest,8,7,17,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/MiniProductEvoSuiteTest.java,MiniProductEvoSuiteTest.java,MiniProductEvoSuiteTest,6,14,41,13,13,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/ListingProductDetailsEvoSuiteTest.java,ListingProductDetailsEvoSuiteTest.java,ListingProductDetailsEvoSuiteTest,6,40,119,39,39,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/PlatformsEvoSuiteTest.java,PlatformsEvoSuiteTest.java,PlatformsEvoSuiteTest,7,9,41,8,8,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/ListingProductInfoEvoSuiteTest.java,ListingProductInfoEvoSuiteTest.java,ListingProductInfoEvoSuiteTest,8,4,9,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/ProductInfoEvoSuiteTest.java,ProductInfoEvoSuiteTest.java,ProductInfoEvoSuiteTest,7,10,41,9,9,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/beans/RecentlyViewedEvoSuiteTest.java,RecentlyViewedEvoSuiteTest.java,RecentlyViewedEvoSuiteTest,8,7,29,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/evosuite-tests/net/kencochrane/a4j/A4jEvoSuiteTest.java,A4jEvoSuiteTest.java,A4jEvoSuiteTest,20,40,98,18,18,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/DAO/CartEvoSuiteTest.java,CartEvoSuiteTest.java,CartEvoSuiteTest,16,16,38,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/DAO/ProductEvoSuiteTest.java,ProductEvoSuiteTest.java,ProductEvoSuiteTest,16,6,13,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/DAO/SearchEvoSuiteTest.java,SearchEvoSuiteTest.java,SearchEvoSuiteTest,18,28,68,12,12,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/ProductDetailsEvoSuiteTest.java,ProductDetailsEvoSuiteTest.java,ProductDetailsEvoSuiteTest,19,56,186,55,55,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/DirectorsEvoSuiteTest.java,DirectorsEvoSuiteTest.java,DirectorsEvoSuiteTest,7,9,41,8,8,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/ReviewsEvoSuiteTest.java,ReviewsEvoSuiteTest.java,ReviewsEvoSuiteTest,7,6,20,5,5,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/ListsEvoSuiteTest.java,ListsEvoSuiteTest.java,ListsEvoSuiteTest,7,9,41,8,8,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/FullProductEvoSuiteTest.java,FullProductEvoSuiteTest.java,FullProductEvoSuiteTest,10,9,25,8,8,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/ModeEvoSuiteTest.java,ModeEvoSuiteTest.java,ModeEvoSuiteTest,7,6,17,5,5,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/FeaturesEvoSuiteTest.java,FeaturesEvoSuiteTest.java,FeaturesEvoSuiteTest,7,9,41,8,8,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/FeedBackEvoSuiteTest.java,FeedBackEvoSuiteTest.java,FeedBackEvoSuiteTest,6,10,29,9,9,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/ItemEvoSuiteTest.java,ItemEvoSuiteTest.java,ItemEvoSuiteTest,6,21,61,20,20,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/ItemsEvoSuiteTest.java,ItemsEvoSuiteTest.java,ItemsEvoSuiteTest,7,5,21,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/ModeListEvoSuiteTest.java,ModeListEvoSuiteTest.java,ModeListEvoSuiteTest,8,6,23,5,5,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/ProductLineEvoSuiteTest.java,ProductLineEvoSuiteTest.java,ProductLineEvoSuiteTest,8,7,17,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/MiniProductEvoSuiteTest.java,MiniProductEvoSuiteTest.java,MiniProductEvoSuiteTest,6,14,41,13,13,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/ListingProductDetailsEvoSuiteTest.java,ListingProductDetailsEvoSuiteTest.java,ListingProductDetailsEvoSuiteTest,6,40,119,39,39,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/PlatformsEvoSuiteTest.java,PlatformsEvoSuiteTest.java,PlatformsEvoSuiteTest,7,9,41,8,8,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/ListingProductInfoEvoSuiteTest.java,ListingProductInfoEvoSuiteTest.java,ListingProductInfoEvoSuiteTest,8,4,9,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/ProductInfoEvoSuiteTest.java,ProductInfoEvoSuiteTest.java,ProductInfoEvoSuiteTest,7,10,41,9,9,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/2_a4j/src/test/java/net/kencochrane/a4j/beans/RecentlyViewedEvoSuiteTest.java,RecentlyViewedEvoSuiteTest.java,RecentlyViewedEvoSuiteTest,8,7,29,6,6,0,true,true,false,false,true,false,false,true,false,false
