FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
/Users/Downloads/./SF110-20130704-src/64_jtailgui/evosuite-tests/fr/pingtimeout/jtail/configuration/ApplicationConfigurationEvoSuiteTest.java,ApplicationConfigurationEvoSuiteTest.java,ApplicationConfigurationEvoSuiteTest,12,7,18,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/64_jtailgui/evosuite-tests/fr/pingtimeout/jtail/util/JTailLoggerEvoSuiteTest.java,JTailLoggerEvoSuiteTest.java,JTailLoggerEvoSuiteTest,8,31,44,30,30,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/64_jtailgui/evosuite-tests/fr/pingtimeout/jtail/util/JTailConstantsEvoSuiteTest.java,JTailConstantsEvoSuiteTest.java,JTailConstantsEvoSuiteTest,6,2,2,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/64_jtailgui/evosuite-tests/fr/pingtimeout/jtail/io/LineReaderEvoSuiteTest.java,LineReaderEvoSuiteTest.java,LineReaderEvoSuiteTest,10,2,4,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/64_jtailgui/evosuite-tests/fr/pingtimeout/jtail/io/index/RamFileIndexEvoSuiteTest.java,RamFileIndexEvoSuiteTest.java,RamFileIndexEvoSuiteTest,10,11,36,10,10,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/64_jtailgui/evosuite-tests/fr/pingtimeout/jtail/io/index/ImmutableFileIndexEvoSuiteTest.java,ImmutableFileIndexEvoSuiteTest.java,ImmutableFileIndexEvoSuiteTest,11,8,23,7,7,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/64_jtailgui/evosuite-tests/fr/pingtimeout/jtail/io/index/RomFileIndexEvoSuiteTest.java,RomFileIndexEvoSuiteTest.java,RomFileIndexEvoSuiteTest,7,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/64_jtailgui/evosuite-tests/fr/pingtimeout/jtail/gui/message/InformationHandlerEvoSuiteTest.java,InformationHandlerEvoSuiteTest.java,InformationHandlerEvoSuiteTest,8,4,9,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/64_jtailgui/evosuite-tests/fr/pingtimeout/jtail/gui/message/ExceptionHandlerEvoSuiteTest.java,ExceptionHandlerEvoSuiteTest.java,ExceptionHandlerEvoSuiteTest,8,4,7,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/64_jtailgui/evosuite-tests/fr/pingtimeout/jtail/gui/message/UIMessageEvoSuiteTest.java,UIMessageEvoSuiteTest.java,UIMessageEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
