FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/evosuite-tests/ipac/GPLReaderEvoSuiteTest.java,GPLReaderEvoSuiteTest.java,GPLReaderEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/evosuite-tests/ipac/IPACEvoSuiteTest.java,IPACEvoSuiteTest.java,IPACEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/evosuite-tests/ipac/WhoISEvoSuiteTest.java,WhoISEvoSuiteTest.java,WhoISEvoSuiteTest,7,3,11,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/evosuite-tests/ipac/IPAC_AppletEvoSuiteTest.java,IPAC_AppletEvoSuiteTest.java,IPAC_AppletEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/evosuite-tests/ipac/BinaryCalculateEvoSuiteTest.java,BinaryCalculateEvoSuiteTest.java,BinaryCalculateEvoSuiteTest,7,11,44,10,10,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/evosuite-tests/ipac/IPv6EvoSuiteTest.java,IPv6EvoSuiteTest.java,IPv6EvoSuiteTest,8,3,11,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/evosuite-tests/ipac/URLOpenerEvoSuiteTest.java,URLOpenerEvoSuiteTest.java,URLOpenerEvoSuiteTest,16,6,12,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/evosuite-tests/ipac/WhoISOutputEvoSuiteTest.java,WhoISOutputEvoSuiteTest.java,WhoISOutputEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/evosuite-tests/ipac/OutputEvoSuiteTest.java,OutputEvoSuiteTest.java,OutputEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/evosuite-tests/ipac/IPv4EvoSuiteTest.java,IPv4EvoSuiteTest.java,IPv4EvoSuiteTest,8,3,11,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/src/test/java/ipac/GPLReaderEvoSuiteTest.java,GPLReaderEvoSuiteTest.java,GPLReaderEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/src/test/java/ipac/IPACEvoSuiteTest.java,IPACEvoSuiteTest.java,IPACEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/src/test/java/ipac/WhoISEvoSuiteTest.java,WhoISEvoSuiteTest.java,WhoISEvoSuiteTest,7,3,11,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/src/test/java/ipac/IPAC_AppletEvoSuiteTest.java,IPAC_AppletEvoSuiteTest.java,IPAC_AppletEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/src/test/java/ipac/BinaryCalculateEvoSuiteTest.java,BinaryCalculateEvoSuiteTest.java,BinaryCalculateEvoSuiteTest,7,11,44,10,10,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/src/test/java/ipac/IPv6EvoSuiteTest.java,IPv6EvoSuiteTest.java,IPv6EvoSuiteTest,8,3,11,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/src/test/java/ipac/URLOpenerEvoSuiteTest.java,URLOpenerEvoSuiteTest.java,URLOpenerEvoSuiteTest,16,6,12,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/src/test/java/ipac/WhoISOutputEvoSuiteTest.java,WhoISOutputEvoSuiteTest.java,WhoISOutputEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/src/test/java/ipac/OutputEvoSuiteTest.java,OutputEvoSuiteTest.java,OutputEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/82_ipcalculator/src/test/java/ipac/IPv4EvoSuiteTest.java,IPv4EvoSuiteTest.java,IPv4EvoSuiteTest,8,3,11,2,2,0,true,true,false,false,true,false,false,true,false,false
