FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
/Users/Downloads/./SF110-20130704-src/24_saxpath/evosuite-tests/org/saxpath/AxisEvoSuiteTest.java,AxisEvoSuiteTest.java,AxisEvoSuiteTest,6,30,72,29,29,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/evosuite-tests/org/saxpath/helpers/XPathReaderFactoryEvoSuiteTest.java,XPathReaderFactoryEvoSuiteTest.java,XPathReaderFactoryEvoSuiteTest,8,3,5,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/evosuite-tests/org/saxpath/helpers/DefaultXPathHandlerEvoSuiteTest.java,DefaultXPathHandlerEvoSuiteTest.java,DefaultXPathHandlerEvoSuiteTest,7,45,89,44,44,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/evosuite-tests/org/saxpath/conformance/ConformanceXPathHandlerEvoSuiteTest.java,ConformanceXPathHandlerEvoSuiteTest.java,ConformanceXPathHandlerEvoSuiteTest,6,48,146,47,47,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/evosuite-tests/com/werken/saxpath/XPathLexerEvoSuiteTest.java,XPathLexerEvoSuiteTest.java,XPathLexerEvoSuiteTest,7,14,58,13,13,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/evosuite-tests/com/werken/saxpath/TokenEvoSuiteTest.java,TokenEvoSuiteTest.java,TokenEvoSuiteTest,6,3,10,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/evosuite-tests/com/werken/saxpath/XPathReaderEvoSuiteTest.java,XPathReaderEvoSuiteTest.java,XPathReaderEvoSuiteTest,8,33,98,32,32,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/evosuite-tests/com/werken/saxpath/DefaultXPathHandlerEvoSuiteTest.java,DefaultXPathHandlerEvoSuiteTest.java,DefaultXPathHandlerEvoSuiteTest,6,47,93,46,46,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/src/test/java/org/saxpath/AxisEvoSuiteTest.java,AxisEvoSuiteTest.java,AxisEvoSuiteTest,6,30,72,29,29,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/src/test/java/org/saxpath/helpers/XPathReaderFactoryEvoSuiteTest.java,XPathReaderFactoryEvoSuiteTest.java,XPathReaderFactoryEvoSuiteTest,8,3,5,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/src/test/java/org/saxpath/helpers/DefaultXPathHandlerEvoSuiteTest.java,DefaultXPathHandlerEvoSuiteTest.java,DefaultXPathHandlerEvoSuiteTest,7,45,89,44,44,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/src/test/java/org/saxpath/conformance/ConformanceXPathHandlerEvoSuiteTest.java,ConformanceXPathHandlerEvoSuiteTest.java,ConformanceXPathHandlerEvoSuiteTest,6,48,146,47,47,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/src/test/java/com/werken/saxpath/XPathLexerEvoSuiteTest.java,XPathLexerEvoSuiteTest.java,XPathLexerEvoSuiteTest,7,14,58,13,13,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/src/test/java/com/werken/saxpath/TokenEvoSuiteTest.java,TokenEvoSuiteTest.java,TokenEvoSuiteTest,6,3,10,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/src/test/java/com/werken/saxpath/XPathReaderEvoSuiteTest.java,XPathReaderEvoSuiteTest.java,XPathReaderEvoSuiteTest,8,33,98,32,32,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/24_saxpath/src/test/java/com/werken/saxpath/DefaultXPathHandlerEvoSuiteTest.java,DefaultXPathHandlerEvoSuiteTest.java,DefaultXPathHandlerEvoSuiteTest,6,47,93,46,46,0,true,true,false,false,true,false,false,true,false,false
