FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
/Users/Downloads/./SF110-20130704-src/42_asphodel/evosuite-tests/org/asphodel/parser/HtmlContentParserEvoSuiteTest.java,HtmlContentParserEvoSuiteTest.java,HtmlContentParserEvoSuiteTest,12,5,12,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/evosuite-tests/org/asphodel/search/FtrSearchResultEvoSuiteTest.java,FtrSearchResultEvoSuiteTest.java,FtrSearchResultEvoSuiteTest,10,5,17,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/evosuite-tests/org/asphodel/search/DefaultSearchEngineEvoSuiteTest.java,DefaultSearchEngineEvoSuiteTest.java,DefaultSearchEngineEvoSuiteTest,8,3,6,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/evosuite-tests/org/asphodel/search/FtrRecordEvoSuiteTest.java,FtrRecordEvoSuiteTest.java,FtrRecordEvoSuiteTest,8,11,42,10,10,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/evosuite-tests/org/asphodel/search/QueryCommandEvoSuiteTest.java,QueryCommandEvoSuiteTest.java,QueryCommandEvoSuiteTest,6,11,35,10,10,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/evosuite-tests/org/asphodel/index/PlainTextStringContentEvoSuiteTest.java,PlainTextStringContentEvoSuiteTest.java,PlainTextStringContentEvoSuiteTest,7,2,4,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/evosuite-tests/org/asphodel/index/InputStreamContentEvoSuiteTest.java,InputStreamContentEvoSuiteTest.java,InputStreamContentEvoSuiteTest,9,2,4,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/evosuite-tests/org/asphodel/index/StreamContentEvoSuiteTest.java,StreamContentEvoSuiteTest.java,StreamContentEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/src/test/java/org/asphodel/parser/HtmlContentParserEvoSuiteTest.java,HtmlContentParserEvoSuiteTest.java,HtmlContentParserEvoSuiteTest,12,5,12,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/src/test/java/org/asphodel/search/FtrSearchResultEvoSuiteTest.java,FtrSearchResultEvoSuiteTest.java,FtrSearchResultEvoSuiteTest,10,5,17,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/src/test/java/org/asphodel/search/DefaultSearchEngineEvoSuiteTest.java,DefaultSearchEngineEvoSuiteTest.java,DefaultSearchEngineEvoSuiteTest,8,3,6,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/src/test/java/org/asphodel/search/FtrRecordEvoSuiteTest.java,FtrRecordEvoSuiteTest.java,FtrRecordEvoSuiteTest,8,11,42,10,10,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/src/test/java/org/asphodel/search/QueryCommandEvoSuiteTest.java,QueryCommandEvoSuiteTest.java,QueryCommandEvoSuiteTest,6,11,35,10,10,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/src/test/java/org/asphodel/index/PlainTextStringContentEvoSuiteTest.java,PlainTextStringContentEvoSuiteTest.java,PlainTextStringContentEvoSuiteTest,7,2,4,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/src/test/java/org/asphodel/index/InputStreamContentEvoSuiteTest.java,InputStreamContentEvoSuiteTest.java,InputStreamContentEvoSuiteTest,9,2,4,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/42_asphodel/src/test/java/org/asphodel/index/StreamContentEvoSuiteTest.java,StreamContentEvoSuiteTest.java,StreamContentEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
