FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
/Users/Downloads/./SF110-20130704-src/91_classviewer/evosuite-tests/com/jstevh/tools/StringToolsEvoSuiteTest.java,StringToolsEvoSuiteTest.java,StringToolsEvoSuiteTest,6,7,51,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/91_classviewer/evosuite-tests/com/jstevh/tools/StringListEvoSuiteTest.java,StringListEvoSuiteTest.java,StringListEvoSuiteTest,6,7,22,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/91_classviewer/evosuite-tests/com/jstevh/viewer/SAXDirParserEvoSuiteTest.java,SAXDirParserEvoSuiteTest.java,SAXDirParserEvoSuiteTest,12,21,78,20,20,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/91_classviewer/evosuite-tests/com/jstevh/viewer/DirManagerEvoSuiteTest.java,DirManagerEvoSuiteTest.java,DirManagerEvoSuiteTest,8,10,38,9,9,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/91_classviewer/evosuite-tests/com/jstevh/viewer/ClassViewerEvoSuiteTest.java,ClassViewerEvoSuiteTest.java,ClassViewerEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/91_classviewer/evosuite-tests/com/jstevh/viewer/ClassInfoEvoSuiteTest.java,ClassInfoEvoSuiteTest.java,ClassInfoEvoSuiteTest,8,4,11,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/91_classviewer/src/test/java/com/jstevh/tools/StringToolsEvoSuiteTest.java,StringToolsEvoSuiteTest.java,StringToolsEvoSuiteTest,6,7,51,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/91_classviewer/src/test/java/com/jstevh/tools/StringListEvoSuiteTest.java,StringListEvoSuiteTest.java,StringListEvoSuiteTest,6,7,22,6,6,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/91_classviewer/src/test/java/com/jstevh/viewer/SAXDirParserEvoSuiteTest.java,SAXDirParserEvoSuiteTest.java,SAXDirParserEvoSuiteTest,12,21,78,20,20,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/91_classviewer/src/test/java/com/jstevh/viewer/DirManagerEvoSuiteTest.java,DirManagerEvoSuiteTest.java,DirManagerEvoSuiteTest,8,10,38,9,9,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/91_classviewer/src/test/java/com/jstevh/viewer/ClassViewerEvoSuiteTest.java,ClassViewerEvoSuiteTest.java,ClassViewerEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/91_classviewer/src/test/java/com/jstevh/viewer/ClassInfoEvoSuiteTest.java,ClassInfoEvoSuiteTest.java,ClassInfoEvoSuiteTest,8,4,11,3,3,0,true,true,false,false,true,false,false,true,false,false
