FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
/Users/Downloads/./SF110-20130704-src/14_omjstate/evosuite-tests/uk/me/jockmacmad/jstate/tools/Statemachine2JavaEvoSuiteTest.java,Statemachine2JavaEvoSuiteTest.java,Statemachine2JavaEvoSuiteTest,6,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/evosuite-tests/uk/me/jockmacmad/jstate/state/StartStateEvoSuiteTest.java,StartStateEvoSuiteTest.java,StartStateEvoSuiteTest,6,5,14,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/evosuite-tests/uk/me/jockmacmad/jstate/state/EndStateEvoSuiteTest.java,EndStateEvoSuiteTest.java,EndStateEvoSuiteTest,6,6,16,5,5,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/evosuite-tests/uk/me/jockmacmad/jstate/state/StringMatchesGuardConditionEvoSuiteTest.java,StringMatchesGuardConditionEvoSuiteTest.java,StringMatchesGuardConditionEvoSuiteTest,6,3,7,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/evosuite-tests/uk/me/jockmacmad/jstate/state/StateMachineEvoSuiteTest.java,StateMachineEvoSuiteTest.java,StateMachineEvoSuiteTest,17,4,27,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/evosuite-tests/uk/me/jockmacmad/jstate/state/EventEvoSuiteTest.java,EventEvoSuiteTest.java,EventEvoSuiteTest,7,5,17,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/evosuite-tests/uk/me/jockmacmad/jstate/state/IntegerGreaterThanGuardConditionEvoSuiteTest.java,IntegerGreaterThanGuardConditionEvoSuiteTest.java,IntegerGreaterThanGuardConditionEvoSuiteTest,8,4,19,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/evosuite-tests/uk/me/jockmacmad/jstate/state/TransitionEvoSuiteTest.java,TransitionEvoSuiteTest.java,TransitionEvoSuiteTest,15,16,99,15,15,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/src/test/java/uk/me/jockmacmad/jstate/tools/Statemachine2JavaEvoSuiteTest.java,Statemachine2JavaEvoSuiteTest.java,Statemachine2JavaEvoSuiteTest,6,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/src/test/java/uk/me/jockmacmad/jstate/state/StartStateEvoSuiteTest.java,StartStateEvoSuiteTest.java,StartStateEvoSuiteTest,6,5,14,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/src/test/java/uk/me/jockmacmad/jstate/state/EndStateEvoSuiteTest.java,EndStateEvoSuiteTest.java,EndStateEvoSuiteTest,6,6,16,5,5,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/src/test/java/uk/me/jockmacmad/jstate/state/StringMatchesGuardConditionEvoSuiteTest.java,StringMatchesGuardConditionEvoSuiteTest.java,StringMatchesGuardConditionEvoSuiteTest,6,3,7,2,2,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/src/test/java/uk/me/jockmacmad/jstate/state/StateMachineEvoSuiteTest.java,StateMachineEvoSuiteTest.java,StateMachineEvoSuiteTest,17,4,27,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/src/test/java/uk/me/jockmacmad/jstate/state/EventEvoSuiteTest.java,EventEvoSuiteTest.java,EventEvoSuiteTest,7,5,17,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/src/test/java/uk/me/jockmacmad/jstate/state/IntegerGreaterThanGuardConditionEvoSuiteTest.java,IntegerGreaterThanGuardConditionEvoSuiteTest.java,IntegerGreaterThanGuardConditionEvoSuiteTest,8,4,19,3,3,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/14_omjstate/src/test/java/uk/me/jockmacmad/jstate/state/TransitionEvoSuiteTest.java,TransitionEvoSuiteTest.java,TransitionEvoSuiteTest,15,16,99,15,15,0,true,true,false,false,true,false,false,true,false,false
