FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
/Users/Downloads/./SF110-20130704-src/41_follow/evosuite-tests/ghm/follow/FollowAppEvoSuiteTest.java,FollowAppEvoSuiteTest.java,FollowAppEvoSuiteTest,11,6,12,5,5,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/41_follow/evosuite-tests/ghm/follow/io/FilterableOutputDestinationEvoSuiteTest.java,FilterableOutputDestinationEvoSuiteTest.java,FilterableOutputDestinationEvoSuiteTest,14,6,27,5,5,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/41_follow/evosuite-tests/ghm/follow/io/JTextPaneDestinationEvoSuiteTest.java,JTextPaneDestinationEvoSuiteTest.java,JTextPaneDestinationEvoSuiteTest,9,11,55,10,10,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/41_follow/evosuite-tests/ghm/follow/io/FilteredDestinationEvoSuiteTest.java,FilteredDestinationEvoSuiteTest.java,FilteredDestinationEvoSuiteTest,9,2,5,1,1,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/41_follow/evosuite-tests/ghm/follow/io/JTextComponentDestinationEvoSuiteTest.java,JTextComponentDestinationEvoSuiteTest.java,JTextComponentDestinationEvoSuiteTest,13,11,46,10,10,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/41_follow/evosuite-tests/ghm/follow/io/PrintStreamDestinationEvoSuiteTest.java,PrintStreamDestinationEvoSuiteTest.java,PrintStreamDestinationEvoSuiteTest,7,5,10,4,4,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/41_follow/evosuite-tests/ghm/follow/FileFollowerEvoSuiteTest.java,FileFollowerEvoSuiteTest.java,FileFollowerEvoSuiteTest,14,17,110,16,16,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/41_follow/evosuite-tests/ghm/follow/search/FindDialogEvoSuiteTest.java,FindDialogEvoSuiteTest.java,FindDialogEvoSuiteTest,5,1,1,0,0,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/41_follow/evosuite-tests/ghm/follow/search/SearchEngineEvoSuiteTest.java,SearchEngineEvoSuiteTest.java,SearchEngineEvoSuiteTest,8,9,30,8,8,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/41_follow/evosuite-tests/ghm/follow/search/SearchableTextPaneEvoSuiteTest.java,SearchableTextPaneEvoSuiteTest.java,SearchableTextPaneEvoSuiteTest,11,8,50,7,7,0,true,true,false,false,true,false,false,true,false,false
/Users/Downloads/./SF110-20130704-src/41_follow/evosuite-tests/ghm/follow/search/FindEvoSuiteTest.java,FindEvoSuiteTest.java,FindEvoSuiteTest,7,2,3,1,1,0,true,true,false,false,true,false,false,true,false,false
